drugbank_id,smiles
DB00321,CN(C)CCC=C1c(cccc2)c2CCc(c13)cccc3
DB00322,OC[C@H]1O[C@H](C[C@@H]1O)n2cc(F)c(=O)[nH]c2=O
DB00322,OC[C@H]1O[C@H](C[C@@H]1O)n2cc(F)c([O-])nc2=O
DB00323,Cc1ccc(cc1)C(=O)c2cc([N+]([O-])=O)c([O-])c(O)c2
DB00323,Cc1ccc(cc1)C(=O)c2cc([N+]([O-])=O)c(O)c(O)c2
DB00323,Cc1ccc(cc1)C(=O)c2cc([N+]([O-])=O)c(O)c([O-])c2
DB00324,CC(=O)[C@@]1(O)CC[C@H]([C@@]12C)[C@H]3[C@](F)([C@H](C2)O)[C@]4(C)C([C@H](C3)C)=CC(=O)C=C4
DB00326,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O
DB00326,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)C([O-])=O
DB00327,[C@]123[C@H]4Oc5c1c(ccc5O)C[C@@H]([N@@H+](C)CC2)[C@@H]3CCC4=O
DB00327,[C@]123[C@H]4Oc5c1c(ccc5O)C[C@@H]([N@H+](C)CC2)[C@@H]3CCC4=O
DB00327,[C@]123[C@H]4Oc5c1c(ccc5O)C[C@@H](N(C)CC2)[C@@H]3CCC4=O
DB00327,[C@]123[C@H]4Oc5c1c(ccc5[O-])C[C@@H]([N@@H+](C)CC2)[C@@H]3CCC4=O
DB00327,[C@]123[C@H]4Oc5c1c(ccc5[O-])C[C@@H]([N@H+](C)CC2)[C@@H]3CCC4=O
DB00328,COc(c1)ccc(c12)n(c(C)c2CC([O-])=O)C(=O)c3ccc(Cl)cc3
DB00330,CC[C@@H](CO)[NH2+]CC[NH2+][C@@H](CC)CO
DB00330,CC[C@@H](CO)[NH2+]CCN[C@@H](CC)CO
DB00331,CN(C)C(=[NH2+])N=C(N)N
DB00331,CN(C)/C(N)=N/C(N)=[NH2+]
DB00331,CN(C)/C(N)=N\C(N)=[NH2+]
DB00332,[C@H]12CC[C@@H]([N@+]2(C)C(C)C)C[C@H](C1)OC(=O)[C@@H](CO)c3ccccc3
DB00332,[C@H]12CC[C@@H]([N@+]2(C)C(C)C)C[C@H](C1)OC(=O)[C@H](CO)c3ccccc3
DB00332,[C@H]12CC[C@@H]([N@@+]2(C)C(C)C)C[C@H](C1)OC(=O)[C@@H](CO)c3ccccc3
DB00332,[C@H]12CC[C@@H]([N@@+]2(C)C(C)C)C[C@H](C1)OC(=O)[C@H](CO)c3ccccc3
DB00333,c1ccccc1C(C(=O)CC)(C[C@@H](C)[NH+](C)C)c2ccccc2
DB00333,c1ccccc1C(C(=O)CC)(C[C@H](C)[NH+](C)C)c2ccccc2
DB00333,c1ccccc1C(C(=O)CC)(C[C@@H](C)N(C)C)c2ccccc2
DB00333,c1ccccc1C(C(=O)CC)(C[C@H](C)N(C)C)c2ccccc2
DB00334,C[NH+]1CCN(CC1)C(=N2)c(cc(s3)C)c3Nc(c24)cccc4
DB00334,CN1CCN(CC1)C(=N2)c(cc(s3)C)c3Nc(c24)cccc4
DB00335,CC(C)[NH2+]C[C@@H](O)COc1ccc(cc1)CC(=O)N
DB00335,CC(C)[NH2+]C[C@H](O)COc1ccc(cc1)CC(=O)N
DB00335,CC(C)NC[C@@H](O)COc1ccc(cc1)CC(=O)N
DB00335,CC(C)NC[C@H](O)COc1ccc(cc1)CC(=O)N
DB00336,NC(=O)N/N=C/c1ccc(o1)[N+]([O-])=O
DB00337,CO[C@H](C1)[C@@H](Cl)CC[C@H]1/C=C(\C)[C@@H](OC(=O)[C@H](CCCC2)N2C(=O)C(=O)[C@]34O)[C@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)\C[C@H](C)C[C@H](OC)[C@@H](O3)[C@@H](OC)C[C@H]4C
DB00337,CO[C@H](C1)[C@@H](Cl)CC[C@H]1/C=C(\C)[C@@H](OC(=O)[C@H](CCCC2)N2C(=O)C(=O)[C@]34[O-])[C@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)\C[C@H](C)C[C@H](OC)[C@@H](O3)[C@@H](OC)C[C@H]4C
DB00338,COc(c1)ccc(c12)nc([nH]2)[S@](=O)Cc3[nH+]cc(C)c(OC)c3C
DB00338,COc(c1)ccc(c12)nc([nH]2)[S@@](=O)Cc3[nH+]cc(C)c(OC)c3C
DB00338,COc(c1)ccc(c12)nc([nH]2)[S@](=O)Cc3ncc(C)c(OC)c3C
DB00338,COc(c1)ccc(c12)nc([nH]2)[S@@](=O)Cc3ncc(C)c(OC)c3C
DB00338,COc(c1)ccc(c12)[nH]c(n2)[S@](=O)Cc3[nH+]cc(C)c(OC)c3C
DB00338,COc(c1)ccc(c12)[nH]c(n2)[S@@](=O)Cc3[nH+]cc(C)c(OC)c3C
DB00339,NC(=O)c1nccnc1
DB00340,C[N@@H+]1CCC[C@@H](C1)CC2c(cccc3)c3Sc(c24)cccc4
DB00340,C[N@H+]1CCC[C@@H](C1)CC2c(cccc3)c3Sc(c24)cccc4
DB00340,C[N@H+]1CCC[C@H](C1)CC2c(cccc3)c3Sc(c24)cccc4
DB00340,C[N@@H+]1CCC[C@H](C1)CC2c(cccc3)c3Sc(c24)cccc4
DB00341,[O-]C(=O)COCCN1CC[NH+](CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3
DB00341,[O-]C(=O)COCCN1CC[NH+](CC1)[C@@H](c2ccccc2)c3ccc(Cl)cc3
DB00341,[O-]C(=O)COCC[NH+]1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3
DB00341,[O-]C(=O)COCC[NH+]1CCN(CC1)[C@@H](c2ccccc2)c3ccc(Cl)cc3
DB00341,[O-]C(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3
DB00341,[O-]C(=O)COCCN1CCN(CC1)[C@@H](c2ccccc2)c3ccc(Cl)cc3
DB00342,CC(C)(C)c1ccc(cc1)[C@H](O)CCC[N@H+]2CC[C@@H](CC2)C(O)(c3ccccc3)c4ccccc4
DB00342,CC(C)(C)c1ccc(cc1)[C@H](O)CCC[N@H+]2CC[C@H](CC2)C(O)(c3ccccc3)c4ccccc4
DB00342,CC(C)(C)c1ccc(cc1)[C@@H](O)CCC[N@H+]2CC[C@@H](CC2)C(O)(c3ccccc3)c4ccccc4
DB00342,CC(C)(C)c1ccc(cc1)[C@@H](O)CCC[N@H+]2CC[C@H](CC2)C(O)(c3ccccc3)c4ccccc4
DB00342,CC(C)(C)c1ccc(cc1)[C@H](O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
DB00342,CC(C)(C)c1ccc(cc1)[C@@H](O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
DB00343,COc1ccc(cc1)[C@H](S2)[C@@H](OC(=O)C)C(=O)N(CC[NH+](C)C)c(c23)cccc3
DB00343,COc1ccc(cc1)[C@H](S2)[C@@H](OC(=O)C)C(=O)N(CCN(C)C)c(c23)cccc3
DB00344,C[NH2+]CCCC1c(cccc2)c2C=Cc(c13)cccc3
DB00345,Nc1ccc(cc1)C(=O)NCC([O-])=O
DB00346,COc(c1)c(OC)cc(c12)c(N)nc([nH+]2)N(C)CCCNC(=O)[C@H]3CCCO3
DB00346,COc(c1)c(OC)cc(c12)c(N)nc([nH+]2)N(C)CCCNC(=O)[C@@H]3CCCO3
DB00346,COc(c1)c(OC)cc(c12)c(N)nc(n2)N(C)CCCNC(=O)[C@H]3CCCO3
DB00346,COc(c1)c(OC)cc(c12)c(N)nc(n2)N(C)CCCNC(=O)[C@@H]3CCCO3
DB00347,O=C1N(C)C(=O)OC1(C)C
DB00348,FC(F)(F)c(c1)ccc(c1[N+]([O-])=O)C([O-])=C2C(=O)CCCC2=O
DB00349,CN1C(=O)C=C([O-])N(c(c12)cc(Cl)cc2)c3ccccc3
DB00349,CN1C(=O)CC(=O)N(c(c12)cc(Cl)cc2)c3ccccc3
DB00350,[O-][n+]1c(N)nc(cc1N)N2CCCCC2
DB00351,CC(=O)O[C@]1(C(=O)C)CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(C(=C3)C)=CC(=O)CC4
DB00352,S=c1[nH]c(N)nc(c12)nc[nH]2
DB00352,S=c1[nH]c(N)nc(c12)[nH]cn2
DB00352,[S-]c1nc(N)nc(c12)nc[nH]2
DB00352,[S-]c1nc(N)nc(c12)[nH]cn2
DB00353,CC[C@@H](CO)NC(=O)[C@@H](CN1C)C=C([C@H]12)c3c4c(C2)c[nH]c4ccc3
DB00353,CC[C@@H](CO)NC(=O)[C@@H](C[N@@H+]1C)C=C([C@H]12)c3c4c(C2)c[nH]c4ccc3
DB00353,CC[C@@H](CO)NC(=O)[C@@H](C[N@H+]1C)C=C([C@H]12)c3c4c(C2)c[nH]c4ccc3
DB00354,CC(C)(C)c1ccc(cc1)C[NH+]2CCN(CC2)[C@H](c3ccccc3)c4ccc(Cl)cc4
DB00354,CC(C)(C)c1ccc(cc1)C[NH+]2CCN(CC2)[C@@H](c3ccccc3)c4ccc(Cl)cc4
DB00354,CC(C)(C)c1ccc(cc1)CN2CC[NH+](CC2)[C@H](c3ccccc3)c4ccc(Cl)cc4
DB00354,CC(C)(C)c1ccc(cc1)CN2CC[NH+](CC2)[C@@H](c3ccccc3)c4ccc(Cl)cc4
DB00354,CC(C)(C)c1ccc(cc1)CN2CCN(CC2)[C@H](c3ccccc3)c4ccc(Cl)cc4
DB00354,CC(C)(C)c1ccc(cc1)CN2CCN(CC2)[C@@H](c3ccccc3)c4ccc(Cl)cc4
DB00355,[O-]S(=O)(=O)N1C(=O)[C@H]([C@@H]1C)NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(n2)N
DB00356,Clc(c1)ccc(c12)oc(=O)[nH]2
DB00356,Clc(c1)ccc(c12)oc([O-])n2
DB00357,c1cc(N)ccc1[C@@]2(CC)CCC(=O)NC2=O
DB00357,c1cc(N)ccc1[C@]2(CC)CCC(=O)NC2=O
DB00358,[NH2+]1CCCC[C@@H]1[C@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,[NH2+]1CCCC[C@@H]1[C@@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,[NH2+]1CCCC[C@H]1[C@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,[NH2+]1CCCC[C@H]1[C@@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,N1CCCC[C@@H]1[C@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,N1CCCC[C@@H]1[C@@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,N1CCCC[C@H]1[C@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00358,N1CCCC[C@H]1[C@@H](O)c(cc(n2)C(F)(F)F)c(c23)cccc3C(F)(F)F
DB00359,Nc1ccc(cc1)S(=O)(=O)[N-]c2ncccn2
DB00359,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2
DB00360,C[C@H](O)[C@H](O)[C@@H](CN1)Nc(c12)c(=O)[nH]c(n2)N
DB00360,C[C@H](O)[C@H](O)[C@@H](CN1)Nc(c12)c(=O)nc(N)[nH]2
DB00361,C1=CC[N@@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CC[N@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CC[N@@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CC[N@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CCN(CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CCN(CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(C[N@@H+](C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CC[N@@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(CN(C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CC[N@H+](CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(CN(C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00361,C1=CCN(CC2)[C@H]3[C@]1(CC)[C@@H](OC(=O)C)[C@](O)(C(=O)OC)[C@@H]([C@@]234)N(C)c5c4cc(c(c5)OC)[C@](C[C@@H]67)(C(=O)OC)c8c(CN(C6)CC(=C7)CC)c9c([nH]8)cccc9
DB00362,c1cc(O)ccc1[C@H](O)[C@@H](O)[C@H](NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C[C@H](C)[C@@H]3O)[C@@H]3C(=O)N[C@H](O)[C@H](O)C[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N([C@H]24)C[C@@H](C4)O)NC(=O)c5ccc(cc5)-c6ccc(cc6)-c7ccc(cc7)OCCCCC
DB00363,C[NH+]1CCN(CC1)C(=N2)c(cccc3)c3Nc(c24)ccc(Cl)c4
DB00363,CN1CCN(CC1)C(=N2)c(cccc3)c3Nc(c24)ccc(Cl)c4
DB00365,C[C@@H]1CN(CC[NH2+]1)c(c(F)c2C)cc(c23)n(cc(c3=O)C([O-])=O)C4CC4
DB00365,C[C@H]1CN(CC[NH2+]1)c(c(F)c2C)cc(c23)n(cc(c3=O)C([O-])=O)C4CC4
DB00365,C[C@@H]1CN(CC[NH2+]1)c(c(F)c2C)cc(c23)n(C4CC4)cc(c3=O)C(=O)O
DB00365,C[C@H]1CN(CC[NH2+]1)c(c(F)c2C)cc(c23)n(C4CC4)cc(c3=O)C(=O)O
DB00365,C[C@@H]1CN(CCN1)c(c(F)c2C)cc(c23)n(cc(c3=O)C([O-])=O)C4CC4
DB00365,C[C@H]1CN(CCN1)c(c(F)c2C)cc(c23)n(cc(c3=O)C([O-])=O)C4CC4
DB00366,n1ccccc1[C@](C)(OCC[NH+](C)C)c2ccccc2
DB00366,n1ccccc1[C@@](C)(OCC[NH+](C)C)c2ccccc2
DB00366,n1ccccc1[C@](C)(OCCN(C)C)c2ccccc2
DB00366,n1ccccc1[C@@](C)(OCCN(C)C)c2ccccc2
DB00367,C#C[C@]1(O)CC[C@H]([C@@]12CC)[C@H]3[C@H](CC2)[C@@H]4C(CC3)=CC(=O)CC4
DB00368,[NH3+]C[C@H](O)c1cc(O)c(O)cc1
DB00368,NC[C@H](O)c1cc(O)c(O)cc1
DB00368,[NH3+]C[C@H](O)c1cc([O-])c(O)cc1
DB00369,Nc1nc(=O)n(cc1)C[C@@H](CO)OCP([O-])([O-])=O
DB00369,Nc1nc(=O)n(cc1)C[C@@H](CO)OCP([O-])(=O)O
DB00370,C1C[N@H+](C)C[C@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1C[N@@H+](C)C[C@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1C[N@H+](C)C[C@@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1C[N@@H+](C)C[C@@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1CN(C)C[C@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1CN(C)C[C@@H](N12)c3c(cccc3)Cc4c2nccc4
DB00370,C1CN(C)C[C@H](N12)c3c(cccc3)Cc4c2[nH+]ccc4
DB00370,C1CN(C)C[C@@H](N12)c3c(cccc3)Cc4c2[nH+]ccc4
DB00371,NC(=O)OCC(C)(CCC)COC(=O)N
DB00372,CCSc(c1)ccc(c12)Sc3c(cccc3)N2CCCN4CC[NH+](C)CC4
DB00372,CCSc(c1)ccc(c12)Sc3c(cccc3)N2CCC[NH+]4CCN(C)CC4
DB00372,CCSc(c1)ccc(c12)Sc3c(cccc3)N2CCCN4CCN(C)CC4
DB00373,CC(C)(C)[NH2+]C[C@H](O)COc1nsnc1N2CCOCC2
DB00374,[O-]C(=O)COc(ccc1)c(C2)c1C[C@@H]([C@@H]23)[C@H]([C@@H](C3)O)CC[C@@H](O)CCCCC
DB00376,C1CCCCC1[C@@](O)(c2ccccc2)CC[NH+]3CCCCC3
DB00376,C1CCCCC1[C@](O)(c2ccccc2)CC[NH+]3CCCCC3
DB00377,C1CCc(c2[C@H]13)cccc2C(=O)N(C3)[C@H](C[N@@H+]45)[C@H](CC4)CC5
DB00378,CC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@@H](CC2)[C@@]4(C)C(C=C3)=CC(=O)CC4
DB00379,C[C@@H]([NH3+])COc1c(C)cccc1C
DB00379,C[C@H]([NH3+])COc1c(C)cccc1C
DB00379,C[C@@H](N)COc1c(C)cccc1C
DB00379,C[C@H](N)COc1c(C)cccc1C
DB00380,O=C(C1)N=C([O-])C[N@@H+]1[C@@H](C)CN2CC(=O)NC(=O)C2
DB00380,O=C(C1)N=C([O-])C[N@H+]1[C@@H](C)CN2CC(=O)NC(=O)C2
DB00380,O=C(C1)NC(=O)CN1[C@@H](C)C[N@@H+]2CC([O-])=NC(=O)C2
DB00380,O=C(C1)NC(=O)CN1[C@@H](C)C[N@H+]2CC([O-])=NC(=O)C2
DB00380,O=C(C1)NC(=O)C[NH+]1[C@@H](C)CN2CC(=O)NC(=O)C2
DB00380,O=C(C1)NC(=O)CN1[C@@H](C)CN2CC(=O)NC(=O)C2
DB00380,O=C(C1)NC(=O)CN1[C@@H](C)C[NH+]2CC(=O)NC(=O)C2
DB00381,CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@H]1c2ccccc2Cl
DB00381,CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@@H]1c2ccccc2Cl
DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@H]1c2ccccc2Cl
DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c2ccccc2Cl
DB00382,c1cccc(c2N)c1[nH+]c(c23)CCCC3
DB00383,CN1CCC[NH+]=C1COC(=O)[C@@](O)(C2CCCCC2)c3ccccc3
DB00383,CN1CCC[NH+]=C1COC(=O)[C@](O)(C2CCCCC2)c3ccccc3
DB00384,Nc1nc(N)nc(c12)nc(N)c(n2)-c3ccccc3
DB00384,Nc1nc(N)[nH+]c(c12)nc(N)c(n2)-c3ccccc3
DB00385,CCCCC(=O)OCC(=O)[C@](O)(C1)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@@H](O2)C)c(c13)c(O)c4c(c3O)C(=O)c5c(C4=O)c(OC)ccc5
DB00387,C1CCCCC1[C@@](O)(c2ccccc2)CC[NH+]3CCCC3
DB00387,C1CCCCC1[C@](O)(c2ccccc2)CC[NH+]3CCCC3
DB00388,C[NH2+]C[C@H](O)c1cc(O)ccc1
DB00388,CNC[C@H](O)c1cc(O)ccc1
DB00388,C[NH2+]C[C@H](O)c1cc([O-])ccc1
DB00389,CCOC(=O)n1ccn(C)c1=S
DB00390,C1OC(=O)C=C1[C@H]2CC[C@@](O)([C@@]23C)[C@H]4[C@H](C[C@H]3O)[C@]5(C)[C@H](CC4)C[C@H](CC5)O[C@H]6C[C@H](O)[C@@H]([C@H](O6)C)O[C@H]7C[C@H](O)[C@@H]([C@H](O7)C)O[C@H]8C[C@H](O)[C@H](O)[C@H](O8)C
DB00391,CC[N@H+]1CCC[C@@H]1CNC(=O)c2c(OC)ccc(c2)S(=O)(=O)N
DB00391,CC[N@@H+]1CCC[C@@H]1CNC(=O)c2c(OC)ccc(c2)S(=O)(=O)N
DB00391,CC[N@@H+]1CCC[C@H]1CNC(=O)c2c(OC)ccc(c2)S(=O)(=O)N
DB00391,CC[N@H+]1CCC[C@H]1CNC(=O)c2c(OC)ccc(c2)S(=O)(=O)N
DB00392,CC[NH+](CC)[C@H](C)CN1c(cccc2)c2Sc(c13)cccc3
DB00392,CC[NH+](CC)[C@@H](C)CN1c(cccc2)c2Sc(c13)cccc3
DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c2cc([N+]([O-])=O)ccc2
DB00393,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c2cc([N+]([O-])=O)ccc2
DB00394,C1=CC(=O)C=C(CC2)[C@@]1(C)[C@@](Cl)([C@H](C3)O)[C@@H]2[C@@H]([C@]34C)C[C@H](C)[C@]4(OC(=O)CC)C(=O)COC(=O)CC
DB00395,NC(=O)OC[C@@](C)(CCC)COC(=O)NC(C)C
DB00395,NC(=O)OC[C@](C)(CCC)COC(=O)NC(C)C
DB00396,CC(=O)[C@H]1CC[C@H]([C@@]12C)[C@H]3[C@H](CC2)[C@]4(C)C(CC3)=CC(=O)CC4
DB00397,C[C@@H]([NH3+])[C@H](O)c1ccccc1
DB00397,C[C@H]([NH3+])[C@H](O)c1ccccc1
DB00397,C[C@@H]([NH3+])[C@@H](O)c1ccccc1
DB00397,C[C@H]([NH3+])[C@@H](O)c1ccccc1
DB00397,C[C@@H](N)[C@H](O)c1ccccc1
DB00397,C[C@H](N)[C@H](O)c1ccccc1
DB00397,C[C@@H](N)[C@@H](O)c1ccccc1
DB00397,C[C@H](N)[C@@H](O)c1ccccc1
DB00398,CNC(=O)c1nccc(c1)Oc2ccc(cc2)NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3
DB00398,CNC(=O)c1[nH+]ccc(c1)Oc2ccc(cc2)NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3
DB00399,[O-]P([O-])(=O)[C@](O)(P([O-])(=O)O)Cn1ccnc1
DB00399,[O-]P([O-])(=O)[C@@](O)(P([O-])(=O)O)Cn1ccnc1
DB00399,[O-]P([O-])(=O)[C@](O)(P([O-])(=O)O)Cn1cc[nH+]c1
DB00399,[O-]P([O-])(=O)[C@@](O)(P([O-])(=O)O)Cn1cc[nH+]c1
DB00399,[O-]P(=O)(O)C(O)(P([O-])(=O)O)Cn1ccnc1
DB00399,[O-]P(=O)(O)C(O)(P([O-])(=O)O)Cn1cc[nH+]c1
DB00400,COc1cc(OC)c(Cl)c(O2)c1C(=O)[C@@]23[C@H](C)CC(=O)C=C3OC
DB00401,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@@H]1c2ccccc2[N+]([O-])=O
DB00401,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c2ccccc2[N+]([O-])=O
DB00402,CN1CCN(CC1)C(=O)O[C@@H](c(c23)nccn3)N(C2=O)c4ncc(Cl)cc4
DB00402,C[NH+]1CCN(CC1)C(=O)O[C@@H](c(c23)nccn3)N(C2=O)c4ncc(Cl)cc4
DB00403,O=C(N1)CC[C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](Cc2ccc(OS([O-])(=O)=O)cc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](Cc(c[nH]3)c(c34)cccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC([O-])=O)C(=O)N[C@H](C(=O)N)Cc5ccccc5
DB00404,n1nc(C)n(c12)c3c(cc(Cl)cc3)C(=NC2)c4ccccc4
DB00405,n1ccccc1[C@@H](CC[NH+](C)C)c2ccc(Br)cc2
DB00405,n1ccccc1[C@@H](CCN(C)C)c2ccc(Br)cc2
DB00406,CN(C)c1ccc(cc1)C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C
DB00406,C[NH+](C)c1ccc(cc1)C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C
DB00408,C[NH+]1CCN(CC1)C(=N2)c(cc(Cl)cc3)c3Oc(c24)cccc4
DB00408,CN1CCN(CC1)C(=N2)c(cc(Cl)cc3)c3Oc(c24)cccc4
DB00409,CC[N@@H+]1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
DB00409,CC[N@H+]1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC
DB00410,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@H]([C@H](O)[C@@H]2O)C/C(C)=C/C(=O)OCCCCCCCCC([O-])=O
DB00411,C[N+](C)(C)CCOC(=O)N
DB00412,[nH+]1ccccc1N(C)CCOc2ccc(cc2)C[C@H]3SC([O-])=NC3=O
DB00412,[nH+]1ccccc1N(C)CCOc2ccc(cc2)C[C@@H]3SC([O-])=NC3=O
DB00412,n1ccccc1N(C)CCOc2ccc(cc2)C[C@H]3SC([O-])=NC3=O
DB00412,n1ccccc1N(C)CCOc2ccc(cc2)C[C@@H]3SC([O-])=NC3=O
DB00412,[nH+]1ccccc1N(C)CCOc2ccc(cc2)C[C@H]3SC(=O)NC3=O
DB00412,[nH+]1ccccc1N(C)CCOc2ccc(cc2)C[C@@H]3SC(=O)NC3=O
DB00412,n1ccccc1N(C)CCOc2ccc(cc2)C[C@H]3SC(=O)NC3=O
DB00412,n1ccccc1N(C)CCOc2ccc(cc2)C[C@@H]3SC(=O)NC3=O
DB00413,CCC[NH2+][C@@H](CC1)Cc(c12)sc(n2)N
DB00414,CC(=O)c1ccc(cc1)S(=O)(=O)/N=C(\[O-])NC2CCCCC2
DB00415,S1C(C)(C)[C@H](C([O-])=O)N([C@H]12)C(=O)[C@H]2NC(=O)[C@H](N)c3ccccc3
DB00415,S1C(C)(C)[C@H](C([O-])=O)N([C@H]12)C(=O)[C@H]2NC(=O)[C@H]([NH3+])c3ccccc3
DB00416,C[N+]1(C)CCc(c2[C@H]13)cc(OC)c(c2)Oc4cc(ccc4OC)C[C@@H]5c6c(Oc7ccc(C3)cc7)c(OC)c(OC)cc6CC[N+]5(C)C
DB00416,C[N+]1(C)CCc(c2[C@@H]13)cc(OC)c(c2)Oc4cc(ccc4OC)C[C@@H]5c6c(Oc7ccc(C3)cc7)c(OC)c(OC)cc6CC[N+]5(C)C
DB00417,S1C(C)(C)[C@H](C([O-])=O)N([C@H]12)C(=O)[C@H]2NC(=O)COc3ccccc3
DB00418,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O
